"booking_id","incomplete_rides_reason"
"CNR5772592387","Vehicle Breakdown"
"CNR8322114809","Customer Demand"
"CNR5809640980","Customer Demand"
"CNR5845810620","Other Issue"
"CNR3216184038","Other Issue"
"CNR5683617733","Vehicle Breakdown"
"CNR1281886253","Vehicle Breakdown"
"CNR1672177165","Vehicle Breakdown"
"CNR8165168613","Customer Demand"
"CNR6832900304","Customer Demand"
"CNR9694536294","Vehicle Breakdown"
"CNR4337457181","Vehicle Breakdown"
"CNR6800684303","Vehicle Breakdown"
"CNR4664291794","Customer Demand"
"CNR8233979750","Customer Demand"
"CNR5576179439","Vehicle Breakdown"
"CNR2068487747","Vehicle Breakdown"
"CNR6047571608","Vehicle Breakdown"
"CNR5545869509","Other Issue"
"CNR2492189852","Customer Demand"
"CNR2820425957","Other Issue"
"CNR7399712797","Vehicle Breakdown"
"CNR8227575624","Customer Demand"
"CNR4568640942","Other Issue"
"CNR6329925728","Customer Demand"
"CNR6111013221","Vehicle Breakdown"
"CNR2442658300","Vehicle Breakdown"
"CNR5332318405","Other Issue"
"CNR7155555416","Vehicle Breakdown"
"CNR9338923693","Vehicle Breakdown"
"CNR5143225176","Customer Demand"
"CNR9328679312","Vehicle Breakdown"
"CNR7928857924","Customer Demand"
"CNR1685871640","Other Issue"
"CNR7606027623","Other Issue"
"CNR9519809590","Customer Demand"
"CNR5846845863","Customer Demand"
"CNR9588679526","Customer Demand"
"CNR7130847154","Customer Demand"
"CNR3107973193","Other Issue"
"CNR7009507073","Customer Demand"
"CNR9946049952","Customer Demand"
"CNR5452595433","Vehicle Breakdown"
"CNR3560413575","Vehicle Breakdown"
"CNR7559627537","Customer Demand"
"CNR2755812722","Vehicle Breakdown"
"CNR5490485495","Other Issue"
"CNR6539176585","Customer Demand"
"CNR3117713178","Customer Demand"
"CNR7553607582","Vehicle Breakdown"
"CNR8513178535","Customer Demand"
"CNR5110235106","Other Issue"
"CNR7138117127","Vehicle Breakdown"
"CNR6344326315","Other Issue"
"CNR7344427333","Other Issue"
"CNR7264697296","Customer Demand"
"CNR3122303151","Vehicle Breakdown"
"CNR3562283515","Vehicle Breakdown"
"CNR9788589753","Customer Demand"
"CNR1943731931","Vehicle Breakdown"
"CNR2431132421","Customer Demand"
"CNR7345937326","Customer Demand"
"CNR2196502169","Customer Demand"
"CNR4307854352","Customer Demand"
"CNR4476384411","Customer Demand"
"CNR1834351846","Customer Demand"
"CNR5541555513","Vehicle Breakdown"
"CNR4368084326","Customer Demand"
"CNR2348192360","Other Issue"
"CNR3970123911","Vehicle Breakdown"
"CNR3148863159","Other Issue"
"CNR5410985418","Customer Demand"
"CNR4129624151","Vehicle Breakdown"
"CNR1317121336","Vehicle Breakdown"
"CNR8330708364","Customer Demand"
"CNR8926978961","Customer Demand"
"CNR4705934758","Vehicle Breakdown"
"CNR5641445646","Vehicle Breakdown"
"CNR4300054364","Other Issue"
"CNR3311513373","Other Issue"
"CNR7964647927","Customer Demand"
"CNR6603706650","Customer Demand"
"CNR7387547352","Customer Demand"
"CNR6140076134","Other Issue"
"CNR9717969795","Customer Demand"
"CNR4953744995","Other Issue"
"CNR4945224950","Customer Demand"
"CNR6078146087","Customer Demand"
"CNR5807955815","Customer Demand"
"CNR1798191700","Other Issue"
"CNR4591784599","Customer Demand"
"CNR4805414862","Vehicle Breakdown"
"CNR6833876833","Other Issue"
"CNR7414627410","Vehicle Breakdown"
"CNR1856601839","Other Issue"
"CNR9891879855","Other Issue"
"CNR1727321772","Vehicle Breakdown"
"CNR9534069541","Vehicle Breakdown"
"CNR7022517021","Vehicle Breakdown"
"CNR5040105006","Vehicle Breakdown"
"CNR8363118369","Customer Demand"
"CNR3296633258","Other Issue"
"CNR4559434527","Vehicle Breakdown"
"CNR1038561085","Other Issue"
"CNR7990927968","Customer Demand"
"CNR4040814004","Customer Demand"
"CNR7028327052","Customer Demand"
"CNR3142973110","Customer Demand"
"CNR8041138048","Vehicle Breakdown"
"CNR2535642597","Customer Demand"
"CNR6205166281","Customer Demand"
"CNR3826523880","Vehicle Breakdown"
"CNR1269221209","Other Issue"
"CNR4617944664","Customer Demand"
"CNR8297508233","Customer Demand"
"CNR5594395576","Vehicle Breakdown"
"CNR2077472068","Vehicle Breakdown"
"CNR6016086047","Vehicle Breakdown"
"CNR5595095545","Other Issue"
"CNR2498522492","Customer Demand"
"CNR2859572820","Other Issue"
"CNR7327977399","Vehicle Breakdown"
"CNR8256248227","Customer Demand"
"CNR4509424568","Other Issue"
"CNR6357286329","Customer Demand"
"CNR6132216111","Vehicle Breakdown"
"CNR2483002442","Vehicle Breakdown"
"CNR5384055332","Other Issue"
"CNR7154167155","Vehicle Breakdown"
"CNR9336939338","Vehicle Breakdown"
"CNR9453699435","Vehicle Breakdown"
"CNR8301568337","Customer Demand"
"CNR7940997999","Customer Demand"
"CNR1458621422","Customer Demand"
"CNR9187929105","Vehicle Breakdown"
"CNR5546265534","Customer Demand"
"CNR1954831907","Vehicle Breakdown"
"CNR1271821250","Vehicle Breakdown"
"CNR4652634649","Vehicle Breakdown"
"CNR5427755403","Other Issue"
